service_call_id,customer_id,technician_id,equipment_id,service_date,service_type,duration_hours,labor_cost,parts_cost,total_cost
1512,305,4,32,2025-05-15,Inspection,1.7,122.4,240.65,363.05
1513,77,1,16,2025-03-02,Emergency,6.8,448.8,123.62,572.4200000000001
1514,417,1,47,2025-05-30,Installation,5.4,421.2,191.15,612.35
1515,393,12,13,2024-09-15,Emergency,6.8,346.8,222.28,569.08
1516,459,4,46,2025-04-05,Emergency,5.4,383.4,62.02,445.41999999999996
1517,179,9,36,2025-04-11,Inspection,5.7,478.8,286.01,764.81
1518,364,7,5,2024-08-18,Emergency,5.5,302.5,284.71,587.21
1519,11,2,19,2024-08-10,Inspection,5.4,329.4,127.01,456.40999999999997
1520,167,8,7,2024-12-11,Emergency,1.0,61.0,270.16,331.16
1521,467,2,35,2024-10-29,Emergency,4.6,317.4,52.18,369.58
1522,387,11,10,2025-07-16,Inspection,7.0,616.0,295.26,911.26
1523,226,14,39,2024-11-27,Repair,1.4,126.0,125.56,251.56
1524,314,8,9,2025-03-19,Installation,5.8,406.0,139.13,545.13
1525,410,13,40,2024-09-12,Installation,5.0,300.0,296.11,596.11
1526,472,2,12,2025-03-17,Maintenance,7.7,438.9,183.65,622.55
1527,373,13,31,2025-07-22,Maintenance,7.6,387.6,281.37,668.97
1528,221,10,49,2024-12-21,Emergency,5.2,395.2,65.64,460.84
1529,496,6,19,2025-07-08,Installation,3.4,183.6,142.16,325.76
1530,3,10,2,2024-11-11,Installation,3.7,321.9,299.28,621.18
1531,428,5,9,2025-02-23,Repair,5.0,400.0,145.35,545.35
1532,36,3,49,2024-09-11,Emergency,3.4,197.2,76.58,273.78
1533,198,1,11,2024-08-13,Emergency,5.2,483.6,288.83,772.4300000000001
1534,377,4,34,2025-06-28,Inspection,6.4,627.2,258.02,885.22
1535,474,11,36,2024-11-29,Emergency,7.2,475.2,268.57,743.77
1536,87,15,5,2025-06-16,Maintenance,2.5,147.5,59.74,207.24
1537,64,14,24,2025-01-11,Maintenance,3.9,198.9,83.83,282.73
1538,240,10,11,2025-07-24,Emergency,3.4,238.0,72.09,310.09000000000003
1539,268,6,40,2024-12-19,Installation,3.9,245.7,249.74,495.44
1540,255,15,1,2024-12-30,Installation,6.0,366.0,142.45,508.45
1541,229,7,9,2025-06-02,Emergency,4.7,286.7,98.57,385.27
1542,483,14,45,2025-04-20,Installation,1.7,127.5,277.15,404.65
1543,350,9,42,2025-03-10,Inspection,2.1,123.9,273.4,397.29999999999995
1544,57,12,41,2025-05-20,Inspection,6.9,648.6,192.71,841.3100000000001
1545,237,2,27,2025-03-23,Maintenance,4.8,364.8,283.42,648.22
1546,417,14,42,2025-08-01,Emergency,3.2,297.6,169.09,466.69000000000005
1547,436,3,23,2025-04-11,Emergency,3.2,300.8,203.63,504.43
1548,156,4,33,2024-09-18,Inspection,6.1,420.9,34.5,455.4
1549,132,10,16,2025-02-28,Inspection,3.8,209.0,277.9,486.9
1550,254,11,11,2025-05-23,Inspection,6.8,666.4,20.13,686.53
1551,38,2,3,2025-03-23,Installation,2.1,199.5,186.89,386.39
1552,53,4,15,2025-05-02,Inspection,1.9,150.1,249.88,399.98
1553,133,2,22,2024-12-05,Installation,1.0,51.0,236.97,287.97
1554,104,5,40,2025-01-15,Installation,3.1,226.3,189.23,415.53
1555,194,7,25,2025-03-03,Installation,7.6,706.8,54.07,760.87
1556,74,13,20,2025-01-25,Installation,7.3,394.2,197.31,591.51
1557,314,6,36,2024-09-14,Inspection,5.6,442.4,96.7,539.1
1558,202,8,39,2025-03-02,Repair,5.0,265.0,78.61,343.61
1559,462,2,49,2025-06-13,Emergency,4.8,273.6,59.19,332.79
1560,398,2,10,2024-10-11,Inspection,6.5,591.5,265.6,857.1
1561,190,9,29,2025-02-07,Repair,7.0,532.0,235.53,767.53
1562,359,6,12,2024-11-28,Maintenance,5.3,524.7,128.34,653.0400000000001
1563,239,7,40,2024-12-17,Inspection,1.8,145.8,4.14,149.94
1564,167,13,24,2025-07-02,Maintenance,7.5,465.0,235.82,700.8199999999999
1565,240,9,40,2025-01-04,Installation,7.8,460.2,255.39,715.5899999999999
1566,304,11,8,2025-06-13,Repair,5.4,421.2,18.82,440.02
1567,231,6,6,2025-05-31,Repair,4.1,373.1,187.78,560.88
1568,26,1,50,2025-07-08,Inspection,3.0,258.0,115.53,373.53
1569,223,15,49,2025-05-19,Emergency,3.7,214.6,131.79,346.39
1570,8,11,16,2024-08-14,Maintenance,6.1,305.0,97.06,402.06
1571,156,2,20,2024-10-20,Repair,2.1,178.5,216.18,394.68
1572,173,1,10,2024-09-26,Installation,3.2,284.8,124.0,408.8
1573,48,5,26,2024-11-25,Repair,6.1,408.7,171.31,580.01
1574,428,7,10,2024-12-27,Emergency,5.5,506.0,60.38,566.38
1575,241,9,20,2025-03-28,Repair,1.2,92.4,106.27,198.67000000000002
1576,450,10,22,2025-03-16,Inspection,4.3,313.9,122.53,436.42999999999995
1577,219,8,37,2025-05-01,Maintenance,2.1,147.0,85.51,232.51
1578,242,2,31,2025-03-09,Maintenance,1.8,104.4,108.67,213.07
1579,5,14,41,2024-11-24,Maintenance,5.1,474.3,13.01,487.31
1580,348,13,32,2024-09-07,Installation,5.2,374.4,213.32,587.72
1581,38,1,36,2025-02-25,Repair,6.2,533.2,219.59,752.7900000000001
1582,469,15,31,2025-07-23,Emergency,7.6,577.6,38.04,615.64
1583,75,4,44,2025-01-08,Maintenance,6.3,554.4,7.1,561.5
1584,260,10,41,2025-02-19,Emergency,4.4,409.2,147.92,557.12
1585,44,10,18,2025-02-13,Emergency,2.8,229.6,254.2,483.79999999999995
1586,287,3,1,2025-04-03,Installation,2.0,118.0,96.04,214.04000000000002
1587,345,2,15,2024-08-21,Emergency,5.6,291.2,35.42,326.62
1588,53,10,17,2025-01-25,Repair,5.7,552.9,97.67,650.5699999999999
1589,385,10,10,2025-05-29,Inspection,1.4,133.0,164.21,297.21000000000004
1590,62,8,10,2025-07-01,Inspection,7.5,472.5,284.08,756.5799999999999
1591,212,5,43,2025-01-20,Inspection,5.7,381.9,0.83,382.72999999999996
1592,462,5,14,2024-09-01,Emergency,2.6,254.8,139.3,394.1
1593,393,10,20,2024-09-13,Inspection,5.1,357.0,29.4,386.4
1594,70,5,48,2024-09-30,Repair,1.1,105.6,54.86,160.45999999999998
1595,418,4,9,2025-03-27,Emergency,4.8,432.0,74.43,506.43
1596,398,4,27,2024-10-05,Repair,6.7,636.5,41.03,677.53
1597,354,6,5,2025-02-17,Maintenance,2.6,169.0,110.62,279.62
1598,70,14,28,2025-02-25,Maintenance,7.2,439.2,182.47,621.67
1599,333,6,50,2025-05-10,Inspection,4.4,290.4,194.7,485.09999999999997
1600,460,4,33,2024-09-23,Installation,2.3,181.7,175.31,357.01
1601,9,4,39,2024-08-27,Maintenance,3.8,296.4,87.47,383.87
1602,13,6,48,2025-01-18,Inspection,2.9,147.9,137.13,285.03
1603,461,5,42,2025-03-03,Emergency,6.5,383.5,13.56,397.06
1604,486,2,23,2025-07-24,Maintenance,3.7,229.4,173.9,403.3
1605,161,5,29,2025-02-22,Inspection,3.5,315.0,0.01,315.01
1606,215,4,1,2025-05-22,Repair,4.6,271.4,167.95,439.34999999999997
1607,495,8,17,2024-11-27,Installation,3.9,343.2,141.36,484.56
1608,174,5,13,2024-10-11,Maintenance,5.7,307.8,55.84,363.64
1609,292,2,32,2025-05-07,Inspection,3.6,298.8,18.43,317.23
1610,181,4,39,2025-02-06,Installation,1.2,91.2,2.68,93.88000000000001
1611,129,1,17,2024-08-10,Maintenance,3.7,188.7,43.69,232.39
1612,231,4,2,2024-08-25,Maintenance,3.2,278.4,0.8,279.2
1613,114,1,22,2024-09-03,Inspection,1.9,131.1,112.58,243.68
1614,355,9,41,2024-09-25,Emergency,6.3,359.1,171.99,531.09
1615,229,11,22,2025-07-20,Repair,5.9,477.9,179.92,657.8199999999999
1616,66,8,48,2024-10-02,Inspection,4.8,273.6,235.68,509.28000000000003
1617,221,1,45,2024-08-20,Emergency,7.2,424.8,257.14,681.94
1618,235,14,34,2025-02-25,Inspection,2.2,193.6,44.97,238.57
1619,218,6,48,2024-12-28,Emergency,6.3,321.3,186.56,507.86
1620,11,15,17,2025-03-15,Maintenance,6.5,331.5,164.03,495.53
1621,346,15,1,2024-09-06,Maintenance,5.7,359.1,117.9,477.0
1622,220,15,36,2024-09-07,Inspection,7.2,698.4,26.94,725.34
1623,35,10,45,2025-07-24,Repair,3.8,228.0,276.92,504.92
1624,192,5,16,2025-04-27,Repair,6.1,414.8,153.26,568.06
1625,64,6,32,2024-12-21,Inspection,4.7,253.8,294.94,548.74
1626,243,6,38,2025-05-31,Repair,1.8,156.6,147.75,304.35
1627,283,4,26,2025-05-23,Maintenance,4.2,420.0,33.95,453.95
1628,48,4,29,2025-06-13,Repair,7.9,442.4,70.52,512.92
1629,420,10,37,2024-12-24,Inspection,5.5,396.0,160.83,556.83
1630,420,4,10,2025-03-20,Maintenance,2.5,225.0,192.15,417.15
1631,307,6,1,2024-09-14,Maintenance,6.2,334.8,256.25,591.05
1632,22,7,28,2025-02-15,Inspection,5.2,447.2,227.22,674.42
1633,143,11,27,2024-10-18,Installation,1.7,144.5,163.32,307.82
1634,135,10,1,2025-06-13,Repair,7.5,720.0,25.46,745.46
1635,253,11,28,2025-02-16,Maintenance,1.5,148.5,280.31,428.81
1636,120,1,18,2024-12-17,Installation,2.0,108.0,1.88,109.88
1637,494,6,3,2025-06-01,Repair,4.2,315.0,276.07,591.0699999999999
1638,381,10,50,2024-10-24,Emergency,6.2,322.4,25.58,347.97999999999996
1639,498,15,39,2025-04-07,Installation,2.6,132.6,134.2,266.79999999999995
1640,290,3,25,2024-12-11,Inspection,4.4,237.6,19.82,257.42
1641,134,7,30,2025-07-09,Inspection,3.2,220.8,191.85,412.65
1642,196,3,42,2025-02-11,Installation,6.3,441.0,105.58,546.58
1643,185,1,20,2025-04-10,Emergency,1.7,158.1,261.37,419.47
1644,353,6,9,2025-02-23,Emergency,4.1,364.9,232.13,597.03
1645,307,5,10,2024-08-15,Installation,4.9,475.3,215.21,690.51
1646,324,2,32,2024-08-06,Repair,6.5,331.5,196.31,527.81
1647,346,12,10,2025-03-24,Emergency,1.3,70.2,104.4,174.60000000000002
1648,45,12,12,2025-06-22,Installation,3.4,176.8,247.47,424.27
1649,493,3,3,2025-07-30,Emergency,3.2,291.2,288.28,579.48
1650,372,9,38,2024-09-18,Emergency,4.9,333.2,84.05,417.25
1651,447,15,4,2024-11-02,Maintenance,7.5,735.0,191.43,926.4300000000001
1652,332,4,8,2025-07-31,Installation,6.5,396.5,28.11,424.61
1653,1,3,37,2025-07-29,Maintenance,2.8,271.6,242.02,513.62
1654,36,14,22,2024-09-05,Installation,6.0,534.0,47.59,581.59
1655,457,9,45,2024-12-21,Emergency,5.4,426.6,198.22,624.82
1656,469,12,18,2024-11-03,Inspection,5.2,332.8,296.86,629.6600000000001
1657,250,9,35,2024-11-02,Emergency,5.9,413.0,142.97,555.97
1658,370,8,33,2024-09-23,Maintenance,1.5,85.5,117.73,203.23000000000002
1659,57,3,21,2024-10-02,Inspection,6.6,336.6,91.59,428.19000000000005
1660,119,13,33,2024-10-29,Repair,5.2,421.2,12.78,433.97999999999996
1661,475,15,17,2024-12-24,Emergency,3.3,250.8,216.58,467.38
1662,246,15,41,2025-04-12,Maintenance,3.2,284.8,219.22,504.02
1663,320,2,5,2024-08-11,Repair,3.6,316.8,280.0,596.8
1664,362,1,44,2025-01-08,Inspection,5.0,385.0,134.63,519.63
1665,257,14,19,2025-03-02,Installation,7.9,474.0,219.82,693.8199999999999
1666,197,4,44,2025-03-15,Emergency,6.7,335.0,110.46,445.46
1667,321,6,38,2024-10-01,Maintenance,6.5,539.5,132.35,671.85
1668,260,11,14,2025-06-29,Maintenance,3.1,173.6,166.09,339.69
1669,229,5,49,2025-07-27,Installation,7.5,435.0,135.49,570.49
1670,379,7,12,2024-08-27,Installation,5.8,295.8,108.13,403.93
1671,223,10,7,2025-05-04,Repair,4.6,427.8,38.3,466.1
1672,353,2,36,2024-08-07,Inspection,4.6,432.4,88.62,521.02
1673,3,12,34,2025-02-16,Installation,4.5,234.0,130.14,364.14
1674,121,7,26,2024-11-22,Emergency,7.3,591.3,87.02,678.3199999999999
1675,467,7,39,2025-01-12,Emergency,4.6,363.4,282.58,645.98
1676,453,12,31,2024-12-08,Inspection,5.9,371.7,74.82,446.52
1677,305,7,45,2025-04-20,Maintenance,5.0,365.0,17.7,382.7
1678,303,11,25,2024-10-22,Maintenance,7.3,562.1,39.51,601.61
1679,482,1,29,2024-09-16,Emergency,6.7,542.7,126.11,668.8100000000001
1680,429,6,44,2025-06-11,Inspection,6.7,509.2,238.62,747.8199999999999
1681,116,3,13,2025-02-18,Inspection,4.8,312.0,129.82,441.82
1682,107,4,25,2025-01-15,Repair,6.2,471.2,272.87,744.0699999999999
1683,439,5,29,2025-03-08,Repair,1.1,92.4,33.78,126.18
1684,414,10,31,2025-01-11,Inspection,7.9,395.0,69.8,464.8
1685,456,14,19,2025-05-10,Maintenance,2.6,182.0,52.98,234.98
1686,429,13,47,2025-01-12,Inspection,6.6,561.0,202.03,763.03
1687,160,13,24,2024-11-07,Maintenance,3.1,207.7,31.4,239.1
1688,298,3,19,2025-04-17,Inspection,1.7,105.4,227.01,332.40999999999997
1689,299,2,14,2025-01-07,Installation,5.1,438.6,3.87,442.47
1690,209,9,13,2025-03-03,Repair,6.8,455.6,130.0,585.6
1691,274,14,36,2024-12-01,Inspection,3.4,221.0,15.1,236.1
1692,172,1,42,2024-12-19,Inspection,1.7,91.8,77.12,168.92000000000002
1693,489,4,13,2025-07-04,Emergency,5.9,584.1,265.1,849.2
1694,51,10,31,2024-12-22,Repair,2.4,148.8,259.79,408.59000000000003
1695,343,11,12,2024-08-20,Maintenance,6.2,415.4,282.64,698.04
1696,425,8,11,2024-09-03,Inspection,4.2,323.4,26.53,349.92999999999995
1697,176,9,27,2025-04-10,Inspection,1.8,167.4,63.75,231.15
1698,409,4,38,2024-11-29,Maintenance,2.9,147.9,139.12,287.02
1699,310,13,30,2024-12-19,Maintenance,3.7,284.9,204.49,489.39
1700,353,6,33,2024-08-05,Inspection,4.4,259.6,230.94,490.54
1701,54,4,29,2024-10-21,Emergency,6.1,335.5,231.28,566.78
1702,52,12,48,2025-06-17,Installation,4.6,285.2,157.27,442.47
1703,35,7,34,2025-06-24,Installation,3.7,336.7,184.31,521.01
1704,150,4,15,2024-11-18,Installation,7.9,497.7,260.52,758.22
1705,475,13,41,2024-12-18,Emergency,5.8,319.0,294.66,613.6600000000001
1706,337,1,1,2024-09-30,Emergency,3.9,335.4,35.8,371.2
1707,56,3,9,2024-09-26,Emergency,2.3,174.8,22.19,196.99
1708,481,8,37,2024-11-28,Maintenance,2.4,240.0,160.84,400.84000000000003
1709,165,15,21,2025-04-20,Inspection,2.8,260.4,58.66,319.05999999999995
1710,95,4,45,2025-07-17,Installation,4.7,324.3,122.57,446.87
1711,81,3,29,2024-08-20,Installation,3.2,233.6,244.65,478.25
1712,98,1,34,2025-02-10,Installation,1.1,96.8,222.42,319.21999999999997
1713,4,14,24,2024-08-12,Maintenance,6.1,439.2,0.64,439.84
1714,288,12,24,2024-10-16,Installation,1.2,70.8,69.48,140.28
1715,183,1,11,2025-05-01,Repair,6.5,591.5,199.47,790.97
1716,45,8,9,2025-06-06,Inspection,6.0,570.0,6.56,576.56
1717,158,10,25,2025-01-17,Installation,1.9,171.0,235.09,406.09000000000003
1718,39,1,40,2025-06-24,Emergency,1.9,142.5,108.98,251.48000000000002
1719,18,6,34,2024-11-24,Repair,6.1,549.0,32.98,581.98
1720,375,7,6,2025-06-07,Maintenance,1.2,102.0,205.92,307.91999999999996
1721,416,3,10,2025-07-04,Maintenance,3.4,207.4,288.02,495.41999999999996
1722,51,15,12,2024-11-12,Maintenance,1.5,88.5,67.97,156.47
1723,343,10,14,2025-05-08,Maintenance,2.2,118.8,280.06,398.86
1724,292,11,50,2025-06-16,Maintenance,5.5,484.0,220.75,704.75
1725,31,14,17,2024-11-09,Emergency,5.4,469.8,40.0,509.8
1726,157,2,23,2025-03-16,Maintenance,5.7,364.8,215.99,580.79
1727,446,3,25,2025-02-15,Maintenance,4.4,382.8,145.76,528.56
1728,375,3,27,2024-11-25,Emergency,2.1,157.5,159.15,316.65
1729,138,5,16,2024-12-27,Maintenance,1.7,119.0,145.9,264.9
1730,130,12,5,2024-08-27,Maintenance,5.3,333.9,220.33,554.23
1731,247,10,38,2024-12-04,Repair,5.4,399.6,274.54,674.1400000000001
1732,445,14,24,2025-07-17,Installation,4.5,445.5,130.38,575.88
1733,405,10,49,2025-03-20,Installation,4.3,369.8,262.18,631.98
1734,435,13,46,2025-06-09,Repair,4.1,405.9,255.86,661.76
1735,103,10,42,2025-01-04,Inspection,1.0,77.0,53.09,130.09
1736,25,4,20,2025-06-06,Emergency,6.0,396.0,72.04,468.04
1737,84,12,23,2024-12-19,Repair,2.7,156.6,185.16,341.76
1738,160,6,23,2024-08-12,Installation,7.7,646.8,73.11,719.91
1739,147,11,18,2024-10-09,Repair,4.9,308.7,9.09,317.78999999999996
1740,238,8,50,2025-06-28,Installation,6.1,512.4,36.12,548.52
1741,171,3,34,2025-05-04,Repair,2.9,211.7,94.4,306.1
1742,486,7,50,2024-11-07,Inspection,5.1,469.2,27.68,496.88
1743,357,12,46,2025-01-10,Maintenance,2.1,182.7,11.11,193.81
1744,394,4,21,2025-02-01,Installation,1.7,141.1,103.65,244.75
1745,454,9,41,2024-11-15,Maintenance,2.3,216.2,138.98,355.17999999999995
1746,37,14,13,2024-11-02,Maintenance,1.1,58.3,116.95,175.25
1747,144,11,26,2025-02-15,Maintenance,5.1,265.2,295.2,560.4
1748,88,11,38,2025-03-02,Emergency,6.6,488.4,109.74,598.14
1749,319,14,12,2025-07-18,Installation,2.0,104.0,119.5,223.5
1750,415,12,11,2024-09-12,Maintenance,7.7,569.8,171.22,741.02
1751,277,5,34,2024-11-08,Installation,6.1,311.1,2.67,313.77000000000004
1752,78,13,48,2025-03-25,Emergency,3.6,187.2,287.74,474.94
1753,71,11,49,2024-10-27,Installation,4.4,338.8,250.66,589.46
1754,242,11,48,2024-12-30,Inspection,4.4,330.0,237.81,567.81
1755,295,11,45,2024-08-13,Maintenance,7.7,492.8,141.23,634.03
1756,327,10,6,2024-08-31,Installation,6.2,341.0,101.64,442.64
1757,230,12,32,2025-01-27,Repair,6.0,582.0,49.8,631.8
1758,43,9,3,2025-01-15,Inspection,4.6,294.4,209.64,504.03999999999996
1759,442,2,21,2024-08-28,Inspection,5.6,504.0,99.82,603.8199999999999
1760,395,3,6,2024-11-06,Repair,7.1,397.6,22.42,420.02000000000004
1761,135,6,50,2025-05-17,Emergency,7.8,670.8,112.66,783.4599999999999
1762,162,7,26,2025-06-12,Installation,6.7,428.8,229.6,658.4
1763,135,9,18,2024-09-03,Installation,5.1,474.3,158.3,632.6
1764,129,6,39,2025-02-01,Installation,2.2,114.4,279.63,394.03
1765,2,12,39,2024-09-14,Repair,5.4,437.4,8.13,445.53
1766,86,7,45,2025-07-29,Installation,6.1,323.3,169.66,492.96000000000004
1767,260,5,19,2025-03-11,Installation,5.0,485.0,65.16,550.16
1768,388,10,38,2024-11-13,Inspection,7.0,539.0,137.32,676.3199999999999
1769,346,13,17,2025-03-05,Emergency,2.4,124.8,58.54,183.34
1770,177,6,15,2024-12-14,Maintenance,5.4,286.2,176.51,462.71
1771,216,2,19,2025-04-30,Emergency,1.9,123.5,117.23,240.73000000000002
1772,324,10,19,2025-04-15,Maintenance,1.1,75.9,161.82,237.72
1773,131,8,26,2025-01-19,Installation,6.0,420.0,167.79,587.79
1774,182,3,5,2025-01-27,Inspection,1.8,180.0,55.27,235.27
1775,340,11,39,2024-11-26,Repair,7.7,600.6,71.88,672.48
1776,67,9,31,2025-06-16,Inspection,7.3,591.3,124.21,715.51
1777,459,1,50,2025-07-22,Maintenance,7.8,538.2,28.63,566.83
1778,404,7,42,2025-04-05,Maintenance,7.8,694.2,158.83,853.0300000000001
1779,499,13,44,2025-06-28,Maintenance,6.5,526.5,26.28,552.78
1780,272,5,1,2024-09-07,Installation,5.3,514.1,78.9,593.0
1781,227,10,36,2025-01-07,Installation,4.0,276.0,261.04,537.04
1782,457,2,7,2024-10-05,Maintenance,3.3,211.2,164.84,376.03999999999996
1783,68,10,39,2024-08-10,Inspection,2.7,189.0,294.23,483.23
1784,20,14,26,2024-09-08,Maintenance,5.0,365.0,137.64,502.64
1785,301,13,39,2024-09-28,Installation,4.0,328.0,279.49,607.49
1786,259,11,18,2024-09-22,Installation,2.7,183.6,116.73,300.33
1787,323,10,37,2025-07-21,Inspection,1.2,120.0,255.37,375.37
1788,28,3,24,2024-11-20,Inspection,1.9,169.1,163.62,332.72
1789,18,10,3,2025-03-12,Inspection,3.6,331.2,88.89,420.09
1790,385,8,5,2024-12-19,Installation,3.0,225.0,215.28,440.28
1791,56,12,28,2025-02-02,Repair,4.7,253.8,234.48,488.28
1792,456,10,10,2025-03-26,Installation,4.2,382.2,37.85,420.05
1793,292,10,43,2025-01-04,Emergency,4.3,326.8,140.1,466.9
1794,273,9,14,2025-02-07,Maintenance,7.6,440.8,112.81,553.61
1795,310,9,13,2025-07-18,Inspection,3.1,248.0,168.86,416.86
1796,485,1,49,2024-10-30,Emergency,4.0,232.0,240.46,472.46000000000004
1797,477,7,6,2024-09-15,Emergency,4.4,378.4,216.27,594.67
1798,55,1,24,2025-02-16,Emergency,6.9,517.5,94.99,612.49
1799,473,13,29,2025-01-03,Installation,7.6,471.2,184.7,655.9
1800,441,1,32,2025-01-19,Inspection,3.5,238.0,229.31,467.31
1801,204,3,12,2025-07-03,Repair,4.7,291.4,289.4,580.8
1802,467,11,1,2025-06-13,Inspection,4.0,256.0,153.33,409.33000000000004
1803,463,7,25,2024-10-10,Emergency,1.0,94.0,260.43,354.43
1804,165,13,45,2024-12-31,Inspection,4.8,388.8,106.12,494.92
1805,20,6,48,2025-05-27,Maintenance,1.2,110.4,173.5,283.9
1806,109,5,10,2025-03-29,Inspection,3.7,329.3,55.3,384.6
1807,377,6,31,2025-02-18,Repair,4.7,291.4,256.61,548.01
1808,232,10,21,2024-09-12,Repair,5.6,336.0,126.54,462.54
1809,371,4,6,2024-10-15,Installation,3.5,234.5,247.33,481.83000000000004
1810,482,15,31,2024-09-10,Installation,7.5,472.5,49.26,521.76
1811,317,7,45,2025-07-05,Maintenance,3.8,323.0,291.85,614.85
1812,195,11,46,2025-06-11,Maintenance,1.3,110.5,186.27,296.77
1813,72,7,22,2025-02-20,Installation,5.0,280.0,143.68,423.68
1814,141,13,45,2024-12-26,Inspection,7.2,410.4,10.59,420.98999999999995
1815,8,4,29,2025-02-16,Repair,7.5,495.0,178.05,673.05
1816,93,12,9,2024-09-09,Maintenance,1.9,108.3,67.16,175.45999999999998
1817,329,3,5,2024-10-17,Emergency,3.6,291.6,146.15,437.75
1818,205,6,13,2025-07-24,Inspection,4.8,326.4,178.95,505.34999999999997
1819,469,7,8,2024-12-06,Emergency,1.0,81.0,30.1,111.1
1820,370,7,49,2025-03-20,Repair,7.4,592.0,57.71,649.71
1821,128,7,7,2025-04-09,Repair,2.2,176.0,155.04,331.03999999999996
1822,285,3,30,2025-04-18,Emergency,2.2,213.4,293.28,506.67999999999995
1823,194,9,31,2025-07-10,Emergency,3.9,347.1,32.09,379.19000000000005
1824,81,11,39,2025-07-30,Emergency,5.8,481.4,274.54,755.94
1825,143,15,4,2025-03-18,Inspection,3.7,199.8,87.96,287.76
1826,51,5,17,2025-03-19,Repair,1.4,98.0,99.82,197.82
1827,399,13,2,2024-09-05,Installation,7.4,451.4,171.59,622.99
1828,97,3,19,2024-10-19,Repair,3.5,332.5,84.16,416.65999999999997
1829,55,8,6,2025-07-31,Emergency,4.4,268.4,72.06,340.46
1830,42,10,42,2025-06-13,Maintenance,5.8,295.8,199.91,495.71000000000004
1831,213,5,45,2025-06-28,Installation,5.2,452.4,200.86,653.26
1832,401,5,33,2024-11-02,Inspection,2.5,187.5,23.01,210.51
1833,297,7,49,2024-12-11,Maintenance,6.4,448.0,244.38,692.38
1834,447,15,26,2024-10-31,Installation,5.5,286.0,238.18,524.1800000000001
1835,9,7,30,2024-10-08,Maintenance,3.2,176.0,85.28,261.28
1836,42,12,43,2025-01-21,Maintenance,5.5,390.5,297.75,688.25
1837,289,4,16,2025-05-29,Inspection,2.6,202.8,31.5,234.3
1838,416,6,25,2024-09-13,Installation,7.2,417.6,2.28,419.88
1839,205,10,31,2025-04-09,Inspection,2.6,145.6,61.61,207.20999999999998
1840,127,3,24,2025-07-27,Emergency,8.0,784.0,124.57,908.5699999999999
1841,76,10,43,2024-10-16,Installation,1.2,94.8,254.42,349.21999999999997
1842,242,13,2,2025-03-02,Emergency,2.2,121.0,48.43,169.43
1843,86,14,46,2025-07-25,Inspection,1.8,158.4,130.87,289.27
1844,297,5,45,2025-03-20,Emergency,6.5,650.0,107.16,757.16
1845,185,8,13,2024-08-08,Installation,1.4,77.0,160.74,237.74
1846,137,13,21,2025-02-05,Inspection,7.8,624.0,67.99,691.99
1847,154,8,6,2025-01-02,Repair,6.2,545.6,189.62,735.22
1848,287,10,20,2024-09-01,Inspection,2.5,210.0,154.8,364.8
1849,74,4,31,2025-03-10,Emergency,4.5,292.5,116.48,408.98
1850,363,7,41,2025-03-11,Emergency,7.9,560.9,134.19,695.0899999999999
1851,97,14,28,2024-10-20,Emergency,4.9,465.5,292.38,757.88
1852,182,12,4,2025-02-15,Repair,7.7,492.8,162.56,655.36
1853,63,4,14,2025-05-11,Installation,4.9,338.1,266.47,604.57
1854,428,14,11,2025-04-28,Installation,5.5,418.0,37.77,455.77
1855,135,3,13,2025-05-31,Emergency,2.0,170.0,220.06,390.06
1856,373,15,1,2025-07-31,Maintenance,7.3,540.2,175.22,715.4200000000001
1857,404,1,34,2025-06-05,Emergency,8.0,680.0,133.04,813.04
1858,253,9,36,2025-01-04,Maintenance,1.9,174.8,241.62,416.42
1859,382,6,47,2024-10-16,Repair,2.6,163.8,297.98,461.78000000000003
1860,18,9,19,2025-04-03,Maintenance,6.3,384.3,61.56,445.86
1861,107,14,7,2024-12-18,Inspection,5.3,381.6,40.42,422.02000000000004
1862,184,4,42,2024-11-05,Installation,2.1,157.5,120.25,277.75
1863,250,13,5,2024-08-22,Maintenance,5.8,371.2,193.23,564.43
1864,24,12,23,2025-04-11,Maintenance,7.2,590.4,278.59,868.99
1865,173,4,41,2024-11-15,Emergency,3.8,300.2,90.86,391.06
1866,256,12,39,2024-08-17,Maintenance,4.9,279.3,107.07,386.37
1867,190,10,25,2024-12-05,Installation,6.1,488.0,270.09,758.0899999999999
1868,290,6,6,2025-07-10,Emergency,2.2,217.8,223.45,441.25
1869,236,4,15,2024-11-29,Emergency,4.3,262.3,189.81,452.11
1870,222,9,9,2025-02-19,Repair,4.4,440.0,237.66,677.66
1871,66,6,16,2025-07-10,Emergency,5.1,408.0,171.86,579.86
1872,243,6,31,2025-05-20,Installation,7.6,562.4,226.58,788.98
1873,71,5,39,2024-09-08,Repair,7.5,630.0,223.58,853.58
1874,269,6,32,2025-07-04,Emergency,1.5,97.5,64.43,161.93
1875,273,15,12,2024-08-16,Repair,1.3,124.8,7.33,132.13
1876,466,2,48,2025-06-30,Emergency,7.8,631.8,193.72,825.52
1877,247,5,19,2024-11-30,Repair,4.3,283.8,234.31,518.11
1878,350,15,7,2024-12-26,Emergency,2.6,226.2,115.21,341.40999999999997
1879,4,13,8,2025-03-07,Maintenance,2.1,191.1,126.89,317.99
1880,198,2,42,2025-05-28,Emergency,6.7,670.0,183.86,853.86
